Date_Time_1,envirolightlux_2,envirotemp_2,envirorh_2,envirooccupancy_2,envirosound_2,vo2_1,vo2_2,vo2_3,vo2_4,vo2_5,vo2_6,vo2_7,vo2_8,vo2_9,vo2_10,vo2_11,vo2_12,vo2_13,vo2_14,vo2_15,vo2_16,vco2_1,vco2_2,vco2_3,vco2_4,vco2_5,vco2_6,vco2_7,vco2_8,vco2_9,vco2_10,vco2_11,vco2_12,vco2_13,vco2_14,vco2_15,vco2_16,vh2o_1,vh2o_2,vh2o_3,vh2o_4,vh2o_5,vh2o_6,vh2o_7,vh2o_8,vh2o_9,vh2o_10,vh2o_11,vh2o_12,vh2o_13,vh2o_14,vh2o_15,vh2o_16,kcal_hr_1,kcal_hr_2,kcal_hr_3,kcal_hr_4,kcal_hr_5,kcal_hr_6,kcal_hr_7,kcal_hr_8,kcal_hr_9,kcal_hr_10,kcal_hr_11,kcal_hr_12,kcal_hr_13,kcal_hr_14,kcal_hr_15,kcal_hr_16,rq_1,rq_2,rq_3,rq_4,rq_5,rq_6,rq_7,rq_8,rq_9,rq_10,rq_11,rq_12,rq_13,rq_14,rq_15,rq_16,foodupa_1,foodupa_2,foodupa_3,foodupa_4,foodupa_5,foodupa_6,foodupa_7,foodupa_8,foodupa_9,foodupa_10,foodupa_11,foodupa_12,foodupa_13,foodupa_14,foodupa_15,foodupa_16,waterupa_1,waterupa_2,waterupa_3,waterupa_4,waterupa_5,waterupa_6,waterupa_7,waterupa_8,waterupa_9,waterupa_10,waterupa_11,waterupa_12,waterupa_13,waterupa_14,waterupa_15,waterupa_16,bodymass_1,bodymass_2,bodymass_3,bodymass_4,bodymass_5,bodymass_6,bodymass_7,bodymass_8,bodymass_9,bodymass_10,bodymass_11,bodymass_12,bodymass_13,bodymass_14,bodymass_15,bodymass_16,xbreak_1,xbreak_2,xbreak_3,xbreak_4,xbreak_5,xbreak_6,xbreak_7,xbreak_8,xbreak_9,xbreak_10,xbreak_11,xbreak_12,xbreak_13,xbreak_14,xbreak_15,xbreak_16,ybreak_1,ybreak_2,ybreak_3,ybreak_4,ybreak_5,ybreak_6,ybreak_7,ybreak_8,ybreak_9,ybreak_10,ybreak_11,ybreak_12,ybreak_13,ybreak_14,ybreak_15,ybreak_16,pedmeters_1,pedmeters_2,pedmeters_3,pedmeters_4,pedmeters_5,pedmeters_6,pedmeters_7,pedmeters_8,pedmeters_9,pedmeters_10,pedmeters_11,pedmeters_12,pedmeters_13,pedmeters_14,pedmeters_15,pedmeters_16,allmeters_1,allmeters_2,allmeters_3,allmeters_4,allmeters_5,allmeters_6,allmeters_7,allmeters_8,allmeters_9,allmeters_10,allmeters_11,allmeters_12,allmeters_13,allmeters_14,allmeters_15,allmeters_16,wheelmeters_1,wheelmeters_2,wheelmeters_3,wheelmeters_4,wheelmeters_5,wheelmeters_6,wheelmeters_7,wheelmeters_8,wheelmeters_9,wheelmeters_10,wheelmeters_11,wheelmeters_12,wheelmeters_13,wheelmeters_14,wheelmeters_15,wheelmeters_16
10/12/2020 12:37:00,0,0,0,0,0,1.206641,1.253478,1.224679,1.360976,1.344404,1.438069,1.218027,1.306724,1.462068,1.45798,1.357173,1.532411,1.042652,1.500973,1.221045,1.513112,1.914273,2.163453,2.083546,2.320565,2.296132,2.481749,2.110334,2.247827,2.31357,2.485776,2.239831,2.548926,1.804713,2.11832,2.010391,2.182264,0.07626085,0.1254819,0.09611762,0.1255856,0.1221976,0.1068299,0.0488888,0.06083816,0.09495873,0.09278853,0.1085724,0.1186844,0.07702748,0.09477645,0.09619885,0.091088,0.4123535,0.4399641,0.4278518,0.4758091,0.4702691,0.5047347,0.4280565,0.4581537,0.4992491,0.50971,0.4695522,0.5315006,0.3663062,0.4954917,0.4221378,0.5026055,1.58921,1.725852,1.702432,1.704593,1.707802,1.72622,1.732651,1.72005,1.584111,1.706055,1.650297,1.66362,1.731138,1.411592,1.64608,1.444109,0.009440617,0.0258938,0,0,0.02593982,0.01794789,0,0,0,0.0007306289,0,0,0,0,0,0,0,0,0,0,0,0,0.001941258,0.0002349853,0,0,0,0,0,0,0,0,21.81878,22.76711,22.05954,21.81721,18.54573,23.29076,22.8862,21.47632,22.22581,22.24213,24.25247,21.96143,19.81842,21.26796,22.77565,21.71828,112,24,38,30,119,110,8,136,86,57,12,143,88,120,3,192,106,15,50,110,164,132,161,122,141,164,54,148,64,93,51,203,0.5966766,0.130922,0.2377142,0.4812982,0.8668479,1.736934,0.9316936,1.16662,0.8837516,0.6166398,0.1415093,0.8192913,0.6485612,0.8133652,0.4293018,1.350867,0.7698666,0.166438,0.396946,0.6452877,1.138255,1.867104,1.12106,1.331183,1.075877,0.8705152,0.2728713,0.9602386,0.8100804,0.9653584,0.5191399,1.618742,1.0836,1.0836,1.0836,1.0836,3.248392,2.535624,0,0,2.084124,1.241324,1.0836,1.217244,1.795164,1.548344,1.0836,1.70968
10/12/2020 12:42:00,0,0,0,0,0,1.145448,1.269299,1.333038,1.372657,1.330821,1.4473,1.184715,1.38381,1.445029,1.511478,1.391174,1.48156,1.29653,1.376769,1.26203,1.38391,1.797479,2.186275,2.258794,2.367736,2.295424,2.512853,2.1093,2.420575,2.341263,2.55967,2.352651,2.523304,2.231805,1.949654,2.151876,2.072264,0.0692912,0.1130123,0.09163504,0.1259322,0.1256571,0.1071704,0.04844899,0.05972142,0.0930845,0.09115544,0.102366,0.1285144,0.0778964,0.09918834,0.09948417,0.08656413,0.3901334,0.4452197,0.4651037,0.4817014,0.4670103,0.5089815,0.4201109,0.487845,0.4970577,0.5272638,0.485079,0.5177762,0.4546801,0.45493,0.441218,0.4647548,1.573268,1.722688,1.694687,1.724113,1.724397,1.736625,1.783297,1.749759,1.621962,1.693917,1.691148,1.702848,1.724752,1.416202,1.705217,1.497499,0.05934082,0.1457731,0.04260872,0.0009822971,0.2366776,0.04768848,0,0,0,0.01319012,0,0,0,0.004317647,0,0,0,0,0,0,0,0.01390443,0.009423242,0.003356933,0.006095885,0,0,0.02595383,0,0,0.0008033245,2.944048e-05,21.82278,22.76711,22.05954,21.81721,18.54573,23.29076,22.8862,21.47632,22.16866,22.24213,24.25247,21.98601,19.81842,21.18437,22.77565,21.71828,29,2,43,55,84,141,8,118,82,54,18,160,75,133,6,86,83,15,38,109,91,112,129,142,83,106,79,180,50,168,126,153,1.185227,0.1857574,0.3867404,0.7298887,1.90432,3.119556,2.252055,3.492581,2.131788,1.42192,0.1656853,3.882675,1.046619,2.21719,1.000432,3.519476,1.79032,0.309387,0.7627305,1.228938,2.536702,3.555393,2.809461,3.942428,2.587567,2.159038,0.5020667,4.357046,1.498378,2.803543,1.295236,4.280414,1.0836,1.0836,1.0836,1.0836,12.48789,2.8896,0,0,10.28577,2.723448,1.0836,3.03408,1.806,1.806,1.365336,3.271268
10/12/2020 12:47:00,0,0,0,0,0,1.261846,1.396249,1.348701,1.323582,1.229933,1.413407,1.05517,1.410815,1.441385,1.225551,1.537236,1.509544,1.093179,1.359971,1.217452,1.384939,1.962107,2.42213,2.410418,2.367459,2.075934,2.538089,1.961798,2.414637,2.345833,2.08577,2.565516,2.588788,1.919601,1.892076,2.063058,2.066081,0.0701956,0.107487,0.08867061,0.1236401,0.116124,0.1067746,0.05698306,0.05946692,0.09407498,0.08771183,0.11972,0.150394,0.08608764,0.10446,0.09770777,0.07826744,0.4285815,0.4908895,0.4788692,0.4700788,0.4285888,0.5026418,0.3796905,0.4938367,0.4964993,0.4282054,0.5337426,0.5287389,0.3858778,0.4471369,0.4247833,0.4645878,1.55859,1.73431,1.790658,1.789483,1.687999,1.796214,1.859153,1.711716,1.628113,1.70179,1.669791,1.71561,1.756332,1.390942,1.693956,1.492159,0.1893723,0.2742063,0.1469212,0.0230608,0.4836456,0.04900251,0.001911652,0.005477417,0,0.09770183,0.002988691,0,0,0.01438165,0.04409344,0,0,0,0,0,0,0.0592438,0.01049806,0.005061952,0.008782856,0,0,0.05255127,0,0.0006449126,0.001617432,0.001250975,21.8107,22.76711,22.05954,21.81721,18.54573,23.29076,22.8862,21.47632,22.14524,22.24213,24.25247,22.10866,19.81842,21.20678,22.77565,21.71828,47,46,136,142,0,234,0,105,45,1,75,105,29,120,10,18,76,52,130,174,13,182,21,96,55,68,212,114,22,108,58,92,1.367509,0.3483729,1.455313,1.858994,2.139868,6.456087,2.826483,5.450033,2.923485,1.690017,1.336924,6.067434,1.302795,3.312622,1.677625,4.812008,2.21983,0.6306392,2.102983,2.83101,2.924575,7.307757,3.474123,6.160422,3.580216,2.719179,2.117647,6.765575,2.00298,4.200722,2.270641,5.952031,1.472492,1.0836,1.0836,3.819088,14.448,6.837516,0,0,22.93018,5.418,1.13778,20.08513,1.806,1.961316,1.806,6.5016
10/12/2020 12:52:00,0,0,0,0,0,1.205644,1.337563,1.43,1.333562,1.25878,1.478254,1.137333,1.69064,1.39047,1.32015,1.481124,1.662083,1.192013,1.537304,1.300554,1.434193,1.891329,2.313731,2.479327,2.341875,2.103272,2.529334,2.00397,2.757053,2.24527,2.304199,2.45839,2.770921,2.104987,2.068017,2.23718,2.295207,0.07987522,0.1023458,0.08304311,0.1195471,0.1148112,0.1090877,0.05871802,0.06892338,0.09460174,0.09062392,0.1208487,0.1483956,0.0936396,0.1056416,0.09692704,0.07826091,0.4105951,0.4698193,0.5026659,0.470741,0.4372243,0.5173946,0.4019173,0.5827268,0.4777867,0.4650692,0.5133654,0.5768943,0.4215502,0.5007444,0.4559883,0.4914391,1.571448,1.729921,1.734073,1.757293,1.671274,1.711312,1.762378,1.632941,1.61595,1.744139,1.671842,1.671565,1.766118,1.347503,1.720439,1.599582,0.2220148,0.4026394,0.2517418,0.08334669,0.6353464,0.07714715,0.08155592,0.04317119,0,0.2132738,0.02141243,0,0,0.02117685,0.1745896,0,0,0,0,0.006258646,0,0.08099294,0.01424729,0.03311159,0.01086426,0,0,0.05255127,0,0.003616332,0.05597878,0.001251221,21.79862,22.76711,22.05954,21.81721,18.54573,23.28953,22.8862,21.47632,22.13677,22.24213,24.25247,22.2415,19.81842,21.24042,22.77565,21.71828,0,8,18,91,50,162,0,142,81,29,51,170,141,70,0,138,0,27,15,92,108,161,19,103,67,152,134,166,140,87,91,154,1.683755,0.5049411,1.877302,2.693374,2.218025,9.962203,3.010258,6.882181,3.72467,1.86258,2.533671,8.127335,2.746894,5.044568,1.825738,5.615032,2.65934,0.9636046,2.686378,4.159857,3.151794,11.07353,3.719598,7.901779,4.599943,3.164827,3.820885,9.249027,3.727045,6.306815,2.62673,7.066235,6.137992,1.0836,1.0836,4.3344,14.448,21.0688,0,0,40.07755,5.418,2.1672,26.76251,3.946712,2.422448,1.806,6.5016
10/12/2020 12:57:00,0,0,0,0,0,1.252799,1.422542,1.48849,1.272891,1.298124,1.381829,1.204501,1.432638,1.41407,1.434171,1.269101,1.369234,1.181394,1.220055,1.150774,1.41653,1.993496,2.513631,2.674175,2.256864,2.238637,2.420366,2.164774,2.49544,2.229518,2.443541,2.198348,2.362428,2.077054,1.733696,1.941692,2.324034,0.08875458,0.108298,0.0884921,0.1274946,0.1264181,0.1097082,0.0669013,0.0892135,0.0992517,0.108607,0.1170368,0.1646684,0.1013875,0.1092563,0.1013892,0.08521578,0.4285252,0.5031789,0.5294266,0.4507533,0.4555105,0.4873627,0.4284706,0.504359,0.4823219,0.5012775,0.4459739,0.4805399,0.4171857,0.4035424,0.4009626,0.4891756,1.593163,1.76672,1.796433,1.772507,1.725114,1.750958,1.797253,1.746006,1.578335,1.703869,1.731993,1.725247,1.758421,1.420507,1.687145,1.6405,0.2220148,0.4953167,0.3354295,0.2068162,0.6371738,0.3973202,0.2017859,0.06775038,0,0.3261776,0.1036366,0,0.02256409,0.02136221,0.2591516,0,0,0.1167567,0.02492249,0.0163269,0,0.1021763,0.1697813,0.0561829,0.01086426,0.02720552,0,0.05255127,0,0.003616332,0.2074721,0.001251221,21.78654,22.79159,22.05954,21.81721,18.54573,23.28339,22.8862,21.47632,22.14685,22.24213,24.25247,22.37435,19.81842,21.27406,22.77565,21.71828,0,109,86,0,185,61,0,123,79,55,0,171,136,55,15,102,0,146,96,74,205,102,34,136,112,309,54,160,108,102,146,139,1.683755,0.7311729,2.110096,2.80495,3.144718,12.16834,3.052858,8.99373,4.601396,4.937534,2.843524,9.935162,4.761367,5.467014,2.523895,7.386937,2.65934,1.416751,3.194691,4.6678,4.662508,13.63864,3.88774,10.34103,5.752929,6.728036,4.410348,11.47734,6.074655,7.098487,3.601023,9.241948,6.1404,1.0836,1.0836,4.3344,14.45282,23.1168,0,0,62.65496,5.418,2.1672,33.02572,8.991472,2.5284,1.806,7.072296
10/12/2020 13:02:00,0,0,0,0,0,1.170748,1.730603,1.384003,1.447344,1.323475,1.361586,1.249945,1.414913,1.326025,1.532384,1.398813,1.486483,1.269862,1.176346,1.412235,1.490362,1.802531,2.866107,2.499789,2.529048,2.287337,2.309981,2.175364,2.409063,2.071937,2.525709,2.41165,2.582622,2.219155,1.755194,2.294456,2.469803,0.1010305,0.120299,0.09914102,0.1317409,0.1406449,0.116107,0.08261177,0.09524985,0.1049763,0.1224416,0.1260573,0.1730184,0.1069679,0.1107909,0.1106965,0.0950813,0.3964511,0.5994133,0.4931474,0.5100664,0.4647365,0.4752509,0.4399191,0.4944358,0.4510455,0.5299536,0.4908005,0.5228764,0.4475347,0.3946335,0.4861971,0.5163071,1.540704,1.671272,1.806073,1.748964,1.732008,1.697421,1.74062,1.702996,1.564749,1.64792,1.723957,1.737177,1.748211,1.492359,1.62574,1.657286,0.2220148,0.509976,0.3665351,0.3134937,0.6380048,0.760571,0.3220133,0.08846353,0.02199304,0.361788,0.1955112,0,0.09578529,0.02136221,0.3081805,0.00961506,0,0.1596259,0.04284668,0.1335893,0,0.1093993,0.1703338,0.08643347,0.01086426,0.04376223,0,0.09406612,0,0.003616332,0.2718919,0.001251221,21.77446,23.002,22.05954,21.81721,18.54573,23.27674,22.8862,21.47632,22.16965,22.24213,24.25247,22.50719,19.81842,21.3077,22.77565,21.71828,0,135,180,86,52,19,0,30,16,4,1,108,81,52,28,197,0,178,185,123,59,32,48,50,15,20,57,111,68,73,148,126,1.683755,1.99012,2.840201,2.960651,4.954782,12.96159,3.062308,10.17587,5.150273,6.339347,2.911436,12.27407,5.328957,5.642846,4.170739,9.531303,2.65934,3.161234,4.417233,5.138796,6.819413,14.69968,3.988782,11.73043,6.54526,8.438271,4.670964,14.21755,6.942049,7.527759,5.625051,11.90166,6.1404,3.345916,1.0836,4.3344,34.25621,23.1168,0,0,67.5444,5.418,2.1672,45.05007,9.7524,2.5284,1.806,11.08884
10/12/2020 13:07:00,0,0,0,0,0,0.9991749,1.344258,1.249822,1.433973,1.41063,1.376832,1.410159,1.360003,1.364176,1.366836,1.400109,1.517581,1.275134,1.174557,1.287775,1.439381,1.539871,2.33699,2.20149,2.524579,2.413775,2.407069,2.511765,2.411444,2.147015,2.344407,2.427951,2.610552,2.181417,1.702507,2.171989,2.315024,0.1083337,0.1262644,0.111675,0.1446119,0.1490072,0.1278529,0.09658439,0.1052624,0.1073953,0.1326594,0.1332993,0.1775873,0.1115255,0.1144156,0.1157238,0.1031741,0.3384507,0.472946,0.4416239,0.5066084,0.4937357,0.4852988,0.5001268,0.4816097,0.465049,0.478777,0.4921886,0.5320835,0.4462771,0.3907143,0.4486404,0.4939811,1.543711,1.738337,1.76185,1.760955,1.711177,1.748976,1.778876,1.774187,1.574556,1.71579,1.73398,1.720544,1.711267,1.449758,1.687999,1.60851,0.2220148,0.5645831,0.4406967,0.320751,0.6403496,0.822664,0.4349451,0.1564398,0.1317367,0.361788,0.2873858,0,0.1336184,0.02136221,0.3726518,0.02691816,0,0.2285843,0.04284668,0.1854553,0,0.1097245,0.1703338,0.1027222,0.01086426,0.04376223,0,0.09640498,0,0.003616332,0.2846986,0.001251221,21.76237,23.1366,22.05954,21.81721,18.54573,23.27009,22.8862,21.47632,22.23306,22.24213,24.25296,22.64004,19.81842,21.34134,22.77565,21.71853,0,26,16,133,21,91,2,96,30,0,49,43,135,66,1,86,0,40,39,114,21,66,176,106,28,7,179,68,178,72,73,45,1.683755,3.538142,3.57127,4.380564,5.652654,13.34903,3.380702,10.70997,5.216616,6.369172,3.639613,13.42353,6.608705,6.082698,4.947035,12.10956,2.65934,4.95978,5.657349,6.929663,7.585292,15.24398,4.574278,12.47903,6.727163,8.500365,5.730197,15.57672,8.678061,8.310032,6.646866,14.71033,6.1404,7.5852,1.0836,8.263052,75.14043,23.1168,0,0,67.5444,5.418,2.1672,75.13322,9.7524,2.5284,1.806,28.43246
10/12/2020 13:12:00,0,0,0,0,0,0.9473756,1.338321,1.373922,1.280935,1.446459,1.402619,1.321115,1.243329,1.42781,1.225866,1.431498,1.522338,1.165715,1.18245,1.332805,1.346521,1.423678,2.304542,2.421195,2.279715,2.418086,2.497435,2.369038,2.193236,2.269105,2.127436,2.384271,2.568298,2.009539,1.660487,2.214967,2.167557,0.1141528,0.1290699,0.1135907,0.1518058,0.15457,0.1416103,0.1177147,0.1131867,0.1156194,0.1366599,0.1364055,0.1777536,0.1223533,0.1218631,0.1175596,0.1099287,0.3184917,0.4693888,0.485548,0.4541717,0.5024938,0.497393,0.4696002,0.4395407,0.4881978,0.4310449,0.4967122,0.5304042,0.408998,0.389792,0.4621402,0.4622373,1.504186,1.722381,1.761129,1.778596,1.672068,1.780493,1.794808,1.764171,1.590572,1.736317,1.666231,1.686149,1.723991,1.404241,1.661624,1.609899,0.2220148,0.7011421,0.5163953,0.3472877,0.6416717,0.822664,0.460473,0.1721606,0.2227122,0.361788,0.3474871,0,0.1442343,0.02136221,0.4371232,0.02832035,0,0.2312622,0.04284668,0.1854553,0.02365489,0.1106565,0.1703338,0.1027222,0.01086426,0.04376223,0,0.1169039,0,0.003616332,0.2846986,0.001251221,21.75029,23.258,22.05954,21.81721,18.54573,23.26344,22.8862,21.47632,22.3256,22.24213,24.25774,22.77288,19.81842,21.37498,22.77565,21.72106,0,0,77,65,114,109,21,205,111,2,43,111,157,137,0,8,0,5,69,85,101,105,189,208,128,44,112,135,155,133,0,0,1.683755,3.577462,3.645128,5.7276,6.57308,15.01154,5.144635,12.18759,6.108685,6.519859,4.746772,13.71734,8.549199,7.243601,5.233752,12.52597,2.65934,5.015871,5.850319,8.749618,8.624266,17.16896,6.81152,14.44198,7.859847,8.713052,7.33779,16.24265,11.12467,9.896642,6.989781,15.18323,6.1404,7.5852,1.0836,10.1136,122.2819,27.82685,0,0,67.5444,5.418,2.1672,81.6312,9.7524,2.5284,1.806,30.702
10/12/2020 13:17:00,0,0,0,0,0,1.004739,1.494782,1.398956,1.413205,1.308691,1.59187,1.531841,1.266279,1.370061,1.384064,1.41561,1.392986,1.16494,1.096362,1.32454,1.297743,1.557179,2.592862,2.49031,2.507393,2.203758,2.767023,2.626304,2.276118,2.239204,2.420855,2.442934,2.472696,2.026917,1.567962,2.279413,2.14871,0.1238127,0.1390657,0.1235993,0.1606026,0.1620615,0.1573359,0.1314122,0.1246188,0.1317746,0.157051,0.1492463,0.1840728,0.1317375,0.133123,0.1318434,0.123305,0.3409148,0.5255185,0.4960541,0.5005571,0.4556944,0.5600333,0.5365005,0.4504675,0.4725582,0.4879238,0.4968483,0.4934735,0.4099679,0.3632956,0.4644627,0.4494527,1.549948,1.734802,1.780416,1.774155,1.684104,1.747926,1.716034,1.795477,1.63639,1.748889,1.725957,1.781949,1.740475,1.430451,1.722564,1.655631,0.2220148,0.8160616,0.5548699,0.3852141,0.6440393,0.822664,0.460473,0.1829617,0.2286091,0.361788,0.3528372,0,0.2138085,0.02136221,0.4857238,0.02832035,0,0.3408667,0.04284668,0.1854553,0.04193117,0.1537942,0.1703338,0.1027222,0.01086426,0.04376223,0,0.2009881,0,0.003616332,0.2846986,0.001251221,21.73821,23.39968,22.04992,21.81721,18.54573,23.25679,22.8862,21.47632,22.25096,22.24213,24.26355,22.90573,19.81842,21.40862,22.77565,21.72358,0,101,14,35,16,184,36,221,137,0,74,252,30,79,0,103,0,143,9,95,35,131,38,207,190,50,163,272,31,89,2,32,1.683755,3.993209,4.333732,5.952028,7.781818,17.82781,5.761321,14.95429,7.96751,6.672889,5.894161,16.13616,9.455596,7.938773,5.242786,13.27895,2.65934,5.598583,6.742241,9.304482,10.01548,20.32426,7.730958,17.70128,10.18039,8.966349,8.89754,19.29291,12.42564,10.9247,7.007156,16.05386,6.1404,7.5852,1.0836,10.1136,135.45,33.31588,0,0,67.5444,5.418,2.218972,81.90932,9.7524,2.5284,1.806,30.702
10/12/2020 13:22:00,0,0,0,0,0,1.039996,1.477275,1.251134,1.349953,1.266197,1.559513,1.108766,1.210287,1.280891,1.277277,1.342562,1.4169,1.22234,1.141233,1.458248,1.288821,1.687121,2.578049,2.276038,2.389044,2.185369,2.704607,2.064577,2.128582,2.045228,2.153852,2.261929,2.358995,2.059207,1.563176,2.461796,2.072855,0.1322492,0.1494112,0.1330043,0.1647532,0.1686945,0.160213,0.1304403,0.1371862,0.1389984,0.1779475,0.1752944,0.1984357,0.1382261,0.1413055,0.1492943,0.1325087,0.3578748,0.5203959,0.4468811,0.4777468,0.4444261,0.5482402,0.3991843,0.4274371,0.4386008,0.4449545,0.4675639,0.4915831,0.4256836,0.3735882,0.508182,0.4423093,1.623605,1.74502,1.81942,1.769917,1.729165,1.737065,1.868718,1.759315,1.599864,1.683455,1.683683,1.666484,1.685054,1.370206,1.690928,1.60912,0.2220148,0.8286625,0.5548724,0.4231406,0.6440393,0.822664,0.460473,0.2322239,0.2286091,0.361788,0.4130906,0.001186077,0.3094489,0.04746011,0.4885928,0.02832035,0,0.4154357,0.04284668,0.1854553,0.04193117,0.1675413,0.1703338,0.1027222,0.01086426,0.04376223,0,0.2190551,0,0.003616332,0.2846986,0.001251221,21.72613,23.46537,22.02103,21.81721,18.54573,23.25014,22.8862,21.47632,22.68615,22.24213,24.26935,23.03767,19.81842,21.44066,22.77565,21.72138,0,157,0,158,118,158,35,37,65,0,34,106,59,93,0,3,0,188,0,134,127,132,86,51,89,55,96,96,25,117,0,0,1.683755,5.824101,4.337073,6.452418,8.069708,20.09512,5.880373,17.05735,9.303316,6.672889,7.282789,18.36339,9.545363,9.329042,5.243752,13.91548,2.65934,7.948051,6.746158,10.29566,10.47637,22.94394,8.106326,20.14265,11.93376,9.101831,10.73911,21.94742,12.67543,12.62067,7.009548,16.79296,6.1404,7.5852,1.0836,10.1136,135.45,39.04211,0,0,67.5444,5.418,3.9732,85.32869,9.7524,2.5284,1.806,30.702
